Sex,Marital status,Age,Education,Income,Occupation,Settlement size,Cluster,Perfil
Female,Non-single,31,High school,95911,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,29,High school,88669,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,22,High school,103776,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,26,High school,108864,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Single,39,High school,106037,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Female,Single,35,High school,84851,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,26,High school,95748,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,28,High school,133616,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,56,University,132752,Skilled employee/Official,Small city,3,Idosos - Alta Renda
Female,Non-single,22,High school,95712,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,26,High school,109063,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,41,High school,113521,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Non-single,29,High school,109380,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,42,University,82558,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,50,University,124777,Skilled employee/Official,Mid-sized city,3,Idosos - Alta Renda
Female,Non-single,33,High school,133542,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,28,High school,116492,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,27,High school,68834,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,27,High school,124023,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Single,28,High school,63882,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,24,High school,122492,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Single,28,High school,141453,Management/Highly qualified,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,32,High school,99327,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,32,High school,45590,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,30,High school,71167,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,29,High school,111992,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,37,High school,145140,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,24,High school,49672,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,36,High school,75536,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,40,University,86720,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,51,University,97729,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,33,High school,106808,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,31,High school,117971,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,29,High school,97731,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Single,48,University,109196,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,25,High school,94905,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,28,High school,57480,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,23,High school,109175,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,32,High school,111174,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,34,High school,127255,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Single,23,High school,115499,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,25,High school,109499,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Single,25,High school,104696,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,27,High school,104467,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,29,High school,120157,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,46,University,81200,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,61,University,97558,Unemployed/Unskilled,Small city,3,Idosos - Alta Renda
Female,Non-single,25,High school,95914,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,67,Graduate school,128053,Skilled employee/Official,Small city,3,Idosos - Alta Renda
Female,Non-single,49,University,101734,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,21,High school,126009,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,19,High school,91232,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,67,Graduate school,128343,Unemployed/Unskilled,Small city,3,Idosos - Alta Renda
Female,Non-single,31,High school,110040,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,27,High school,38247,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,37,High school,129027,Unemployed/Unskilled,Small city,0,Adultos - Alta Renda
Female,Non-single,27,High school,115026,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,36,High school,130323,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,24,High school,103181,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Non-single,31,High school,138307,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,29,High school,122564,Unemployed/Unskilled,Small city,0,Adultos - Alta Renda
Female,Single,28,High school,82351,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,34,High school,125351,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,26,High school,82940,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,21,High school,108029,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,63,University,82734,Unemployed/Unskilled,Small city,3,Idosos - Alta Renda
Female,Single,38,University,116816,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,20,High school,113472,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,44,University,143343,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,31,High school,104074,Skilled employee/Official,Mid-sized city,4,Jovens - Baixa Renda
Female,Single,33,High school,138525,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,49,University,106960,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Single,26,High school,108323,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,28,High school,95784,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,30,High school,140673,Skilled employee/Official,Mid-sized city,0,Adultos - Alta Renda
Female,Non-single,36,High school,104235,Skilled employee/Official,Mid-sized city,1,Adultos - Renda Média
Female,Non-single,27,High school,54041,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,23,Other/Unknown,107961,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,31,Other/Unknown,113757,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,27,High school,94884,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,25,High school,126041,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,23,High school,64952,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Non-single,27,High school,66764,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,38,High school,67861,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,44,High school,113516,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,42,High school,46109,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,25,High school,103651,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Non-single,40,High school,75043,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,24,High school,116473,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,39,High school,96614,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,24,Other/Unknown,66447,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,50,High school,119068,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Non-single,28,High school,122973,Unemployed/Unskilled,Small city,0,Adultos - Alta Renda
Female,Non-single,36,High school,81609,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,36,High school,105519,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Non-single,40,High school,86649,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Single,31,Other/Unknown,76384,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Non-single,27,High school,67136,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,35,High school,93155,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,51,High school,124183,Unemployed/Unskilled,Small city,3,Idosos - Alta Renda
Female,Single,26,Other/Unknown,64860,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,33,High school,87232,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,27,High school,92304,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,38,High school,84254,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Single,30,Other/Unknown,106696,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,28,Other/Unknown,113212,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,23,Other/Unknown,71076,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,23,High school,114270,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,26,High school,125538,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,21,High school,92442,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,36,High school,75297,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,24,High school,65707,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,41,High school,120387,Skilled employee/Official,Small city,1,Adultos - Renda Média
Male,Single,42,High school,120946,Skilled employee/Official,Small city,1,Adultos - Renda Média
Male,Single,27,Other/Unknown,73265,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Non-single,40,High school,77481,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,34,High school,91282,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,40,High school,104405,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,33,High school,99646,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,49,High school,97791,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,28,Other/Unknown,81878,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,26,High school,107908,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,40,High school,98608,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,47,High school,95228,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,41,High school,128163,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Non-single,29,High school,94325,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,37,High school,90815,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,31,Other/Unknown,120719,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Male,Single,35,High school,110159,Skilled employee/Official,Small city,1,Adultos - Renda Média
Male,Single,35,High school,124490,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,29,High school,75161,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,37,High school,127206,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Male,Single,37,High school,83660,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,26,High school,87400,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,28,High school,78942,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,23,High school,88452,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,38,High school,104128,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Non-single,30,High school,100313,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,45,High school,107387,Skilled employee/Official,Small city,1,Adultos - Renda Média
Male,Single,24,Other/Unknown,84355,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,35,High school,112723,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Non-single,41,High school,115892,Skilled employee/Official,Small city,1,Adultos - Renda Média
Male,Non-single,30,High school,106597,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,30,High school,121327,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,26,High school,92559,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,25,High school,87537,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,23,High school,70569,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,27,High school,85294,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,26,Other/Unknown,70905,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,25,Other/Unknown,103716,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Non-single,27,High school,94947,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,42,High school,80116,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,35,High school,86492,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,25,High school,88672,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,26,High school,82984,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,38,High school,128100,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Single,28,Other/Unknown,72869,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Non-single,33,High school,112227,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,40,High school,94674,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,23,High school,101003,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,25,Other/Unknown,112924,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,28,Other/Unknown,108645,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,41,High school,69415,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Single,50,High school,112204,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,23,High school,109700,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,26,High school,104484,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,22,High school,61239,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,37,High school,119602,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Single,38,High school,81014,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,22,High school,68165,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,30,Other/Unknown,88652,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,38,High school,75705,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,36,High school,104189,Skilled employee/Official,Small city,1,Adultos - Renda Média
Male,Single,41,High school,71603,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,29,High school,121914,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,31,High school,106637,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,31,Other/Unknown,99800,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,21,Other/Unknown,67629,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,32,Other/Unknown,120354,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,35,High school,122110,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Male,Single,29,Other/Unknown,89170,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,34,High school,109195,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Single,38,High school,92392,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,33,High school,43805,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,28,High school,68389,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,28,High school,112521,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,21,Other/Unknown,59255,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,29,High school,98612,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,26,High school,70649,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,40,High school,95228,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Single,25,Other/Unknown,46865,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Non-single,20,High school,101688,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,23,High school,62618,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,27,Other/Unknown,102531,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,36,High school,100737,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Non-single,25,High school,107321,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,25,High school,112879,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,34,High school,125372,Unemployed/Unskilled,Small city,0,Adultos - Alta Renda
Female,Single,24,Other/Unknown,69419,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,36,High school,124759,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Single,40,High school,79076,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,39,High school,84779,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Single,42,High school,77393,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,35,High school,113187,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,27,High school,99100,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,27,Other/Unknown,64954,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,23,High school,103244,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,32,High school,124975,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Male,Non-single,28,High school,133582,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Male,Single,22,Other/Unknown,103519,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,31,Other/Unknown,117813,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,22,High school,119902,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,23,Other/Unknown,70783,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,35,High school,125470,Unemployed/Unskilled,Small city,0,Adultos - Alta Renda
Female,Non-single,26,High school,109782,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,28,High school,78322,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,54,High school,125517,Skilled employee/Official,Small city,3,Idosos - Alta Renda
Female,Single,49,High school,102463,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Single,38,High school,89309,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Single,47,High school,110287,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Single,49,High school,122391,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,30,High school,116399,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,32,Other/Unknown,81907,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,24,High school,97909,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,25,Other/Unknown,68051,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,33,High school,82414,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,34,High school,123089,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Non-single,24,High school,66537,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,36,High school,127926,Unemployed/Unskilled,Small city,0,Adultos - Alta Renda
Female,Single,41,High school,78963,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Non-single,33,High school,108694,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,26,High school,100892,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,36,High school,119560,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Single,35,High school,116176,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,29,Other/Unknown,111854,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,26,High school,69831,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,31,Other/Unknown,69375,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Non-single,26,High school,71310,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,47,High school,73913,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Non-single,20,High school,95492,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,45,High school,109329,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,36,High school,116027,Skilled employee/Official,Small city,1,Adultos - Renda Média
Male,Non-single,31,High school,81987,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,41,High school,83481,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Single,31,Other/Unknown,72361,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,27,High school,106625,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,32,High school,123707,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Single,43,High school,79353,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Single,32,Other/Unknown,68347,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,29,High school,115832,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,37,High school,89946,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Single,35,High school,86319,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,23,High school,70963,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,40,High school,106120,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Non-single,26,High school,97856,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,28,Other/Unknown,61824,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,40,High school,103907,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Non-single,26,High school,99953,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,23,High school,113413,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,26,Other/Unknown,107091,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,26,Other/Unknown,124783,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Single,49,High school,92281,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,26,High school,96219,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,35,High school,86221,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,24,High school,80962,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,46,High school,78754,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,26,Other/Unknown,60026,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,47,High school,88157,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,27,Other/Unknown,59881,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Non-single,41,High school,112818,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Non-single,29,High school,102250,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,28,High school,38980,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,33,High school,81807,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,50,High school,93148,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,32,High school,108032,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Non-single,31,High school,89335,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,52,High school,95639,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,53,High school,124902,Skilled employee/Official,Small city,3,Idosos - Alta Renda
Female,Non-single,34,High school,87801,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,22,High school,92538,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Non-single,33,High school,83687,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Male,Single,32,Other/Unknown,128310,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Single,45,High school,104754,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Non-single,25,High school,68222,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,41,High school,97006,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Single,36,High school,107372,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Non-single,27,High school,110511,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Single,40,High school,72193,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Female,Single,37,High school,95972,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,35,High school,105556,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Single,34,High school,88701,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,28,Other/Unknown,117710,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,44,High school,76057,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Non-single,27,High school,100392,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,50,High school,113308,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Non-single,18,High school,100924,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Single,25,Other/Unknown,72188,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,40,High school,70431,Unemployed/Unskilled,Small city,1,Adultos - Renda Média
Male,Non-single,28,High school,110103,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Female,Non-single,23,High school,60825,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,35,High school,75100,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Non-single,28,High school,129327,Skilled employee/Official,Small city,0,Adultos - Alta Renda
Female,Single,23,Other/Unknown,95541,Skilled employee/Official,Small city,4,Jovens - Baixa Renda
Male,Non-single,34,High school,112777,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Non-single,29,High school,51496,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
Female,Single,35,High school,102781,Skilled employee/Official,Small city,1,Adultos - Renda Média
Female,Non-single,32,High school,87494,Unemployed/Unskilled,Small city,4,Jovens - Baixa Renda
